log_name,drift_or_noise_id,drift_attribute,drift_sub_attribute,value
log_53_1687182005.xes,drift_1,change_info_1,change_type,gradual
log_53_1687182005.xes,drift_1,change_info_1,change_trace_index,"[1024, 1283]"
log_53_1687182005.xes,drift_1,change_info_1,process_tree_before,"X( ->( X( X( 'a', 'i' ), 'h' ), X( 'c', ->( *( 'e', 'f' ), +( 'g', 'j' ) ) ) ), ->( 'b', 'd' ) )"
log_53_1687182005.xes,drift_1,change_info_1,process_tree_after,"X( ->( X( X( 'a', 'i' ), 'h' ), X( 'c', ->( *tau*, +( 'g', *tau*, *( 'e', 'f' ) ) ) ) ), ->( 'b', *tau* ) )"
log_53_1687182005.xes,drift_1,change_info_1,activities_deleted,"[j, d]"
log_53_1687182005.xes,drift_1,change_info_1,activities_added,[]
log_53_1687182005.xes,drift_1,change_info_1,activities_moved,"[e, f]"
log_53_1687182005.xes,drift_1,change_info_1,change_start,11:26.3
log_53_1687182005.xes,drift_1,change_info_1,change_end,47:32.0
log_54_1687182005.xes,drift_1,log_id,1,log_54_1687182005.xes
log_54_1687182005.xes,drift_1,drift_id,1,1
log_54_1687182005.xes,drift_1,process_perspective,1,control-flow
log_54_1687182005.xes,drift_1,drift_type,1,recurring
log_54_1687182005.xes,drift_1,process_trees_1,0,"->( ->( X( X( 'a', 'e' ), 'd' ), ->( 'c', 'f' ) ), 'b' )"
log_54_1687182005.xes,drift_1,process_trees_2,1,"->( ->( X( X( 'a', 'e', 'Random activity 1' ), 'd' ), ->( 'c', 'f', 'Random activity 2' ) ), 'b' )"
log_54_1687182005.xes,drift_1,process_trees_3,2,"->( ->( X( X( 'a', 'e' ), 'd' ), ->( 'c', 'f' ) ), 'b' )"
log_54_1687182005.xes,drift_1,process_trees_4,3,"->( ->( X( X( 'a', 'e', 'Random activity 1' ), 'd' ), ->( 'c', 'f', 'Random activity 2' ) ), 'b' )"
log_54_1687182005.xes,drift_1,change_info_1,change_type,gradual
log_54_1687182005.xes,drift_1,change_info_1,change_trace_index,"[1171, 1523]"
log_54_1687182005.xes,drift_1,change_info_1,process_tree_before,"->( ->( X( X( 'a', 'e' ), 'd' ), ->( 'c', 'f' ) ), 'b' )"
log_54_1687182005.xes,drift_1,change_info_1,process_tree_after,"->( ->( X( X( 'a', 'e', 'Random activity 1' ), 'd' ), ->( 'c', 'f', 'Random activity 2' ) ), 'b' )"
log_54_1687182005.xes,drift_1,change_info_1,activities_deleted,[]
log_54_1687182005.xes,drift_1,change_info_1,activities_added,"[Random activity 1, Random activity 2]"
log_54_1687182005.xes,drift_1,change_info_1,activities_moved,[]
log_54_1687182005.xes,drift_1,change_info_1,change_start,37:05.2
log_54_1687182005.xes,drift_1,change_info_1,change_end,43:09.1
log_54_1687182005.xes,drift_1,change_info_2,change_type,sudden
log_54_1687182005.xes,drift_1,change_info_2,change_trace_index,[2987]
log_54_1687182005.xes,drift_1,change_info_2,process_tree_before,"->( ->( X( X( 'a', 'e', 'Random activity 1' ), 'd' ), ->( 'c', 'f', 'Random activity 2' ) ), 'b' )"
log_54_1687182005.xes,drift_1,change_info_2,process_tree_after,"->( ->( X( X( 'a', 'e' ), 'd' ), ->( 'c', 'f' ) ), 'b' )"
log_54_1687182005.xes,drift_1,change_info_2,activities_deleted,"[Random activity 1, Random activity 2]"
log_54_1687182005.xes,drift_1,change_info_2,activities_added,[]
log_54_1687182005.xes,drift_1,change_info_2,activities_moved,[]
log_54_1687182005.xes,drift_1,change_info_2,change_start,07:08.3
log_54_1687182005.xes,drift_1,change_info_2,change_end,07:08.3
log_54_1687182005.xes,drift_1,change_info_3,change_type,gradual
log_54_1687182005.xes,drift_1,change_info_3,change_trace_index,"[3886, 4123]"
log_54_1687182005.xes,drift_1,change_info_3,process_tree_before,"->( ->( X( X( 'a', 'e' ), 'd' ), ->( 'c', 'f' ) ), 'b' )"
log_54_1687182005.xes,drift_1,change_info_3,process_tree_after,"->( ->( X( X( 'a', 'e', 'Random activity 1' ), 'd' ), ->( 'c', 'f', 'Random activity 2' ) ), 'b' )"
log_54_1687182005.xes,drift_1,change_info_3,activities_deleted,[]
log_54_1687182005.xes,drift_1,change_info_3,activities_added,"[Random activity 1, Random activity 2]"
log_54_1687182005.xes,drift_1,change_info_3,activities_moved,[]
log_54_1687182005.xes,drift_1,change_info_3,change_start,48:59.8
log_54_1687182005.xes,drift_1,change_info_3,change_end,06:39.1
log_55_1687182006.xes,drift_1,log_id,1,log_55_1687182006.xes
log_55_1687182006.xes,drift_1,drift_id,1,1
log_55_1687182006.xes,drift_1,process_perspective,1,control-flow
log_55_1687182006.xes,drift_1,drift_type,1,gradual
log_55_1687182006.xes,drift_1,process_trees_1,0,"->( ->( 'a', X( ->( 'c', 'e' ), 'd' ) ), 'b' )"
log_55_1687182006.xes,drift_1,process_trees_2,1,"->( ->( 'a', X( *( 'c', 'e' ), 'd' ) ), 'b' )"
log_55_1687182006.xes,drift_1,change_info_1,change_type,gradual
log_55_1687182006.xes,drift_1,change_info_1,change_trace_index,"[1185, 1392]"
log_55_1687182006.xes,drift_1,change_info_1,process_tree_before,"->( ->( 'a', X( ->( 'c', 'e' ), 'd' ) ), 'b' )"
log_55_1687182006.xes,drift_1,change_info_1,process_tree_after,"->( ->( 'a', X( *( 'c', 'e' ), 'd' ) ), 'b' )"
log_55_1687182006.xes,drift_1,change_info_1,activities_deleted,[]
log_55_1687182006.xes,drift_1,change_info_1,activities_added,[]
log_55_1687182006.xes,drift_1,change_info_1,activities_moved,"[c, e]"
log_55_1687182006.xes,drift_1,change_info_1,change_start,08:17.9
log_55_1687182006.xes,drift_1,change_info_1,change_end,23:27.0
log_56_1687182007.xes,drift_1,log_id,1,log_56_1687182007.xes
log_56_1687182007.xes,drift_1,drift_id,1,1
log_56_1687182007.xes,drift_1,process_perspective,1,control-flow
log_56_1687182007.xes,drift_1,drift_type,1,gradual
log_56_1687182007.xes,drift_1,process_trees_1,0,"+( +( ->( *( ->( 'a', 'j' ), 'h' ), 'i' ), X( 'c', ->( ->( 'e', +( 'g', 'k' ) ), 'f' ) ) ), +( 'b', 'd' ) )"
log_56_1687182007.xes,drift_1,process_trees_2,1,"+( +( ->( *( ->( 'a', 'j' ), 'h' ), 'i' ), X( 'c', ->( ->( 'e', +( 'Random activity 1', +( 'g', 'k' ) ) ), 'f' ) ) ), +( 'b', 'd' ) )"
log_56_1687182007.xes,drift_1,change_info_1,change_type,gradual
log_56_1687182007.xes,drift_1,change_info_1,change_trace_index,"[999, 1336]"
log_56_1687182007.xes,drift_1,change_info_1,process_tree_before,"+( +( ->( *( ->( 'a', 'j' ), 'h' ), 'i' ), X( 'c', ->( ->( 'e', +( 'g', 'k' ) ), 'f' ) ) ), +( 'b', 'd' ) )"
log_56_1687182007.xes,drift_1,change_info_1,process_tree_after,"+( +( ->( *( ->( 'a', 'j' ), 'h' ), 'i' ), X( 'c', ->( ->( 'e', +( 'Random activity 1', +( 'g', 'k' ) ) ), 'f' ) ) ), +( 'b', 'd' ) )"
log_56_1687182007.xes,drift_1,change_info_1,activities_deleted,[]
log_56_1687182007.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_56_1687182007.xes,drift_1,change_info_1,activities_moved,"[g, k]"
log_56_1687182007.xes,drift_1,change_info_1,change_start,48:10.7
log_56_1687182007.xes,drift_1,change_info_1,change_end,03:41.0
log_57_1687182008.xes,drift_1,log_id,1,log_57_1687182008.xes
log_57_1687182008.xes,drift_1,drift_id,1,1
log_57_1687182008.xes,drift_1,process_perspective,1,control-flow
log_57_1687182008.xes,drift_1,drift_type,1,recurring
log_57_1687182008.xes,drift_1,process_trees_1,0,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ) ) ), 'b' )"
log_57_1687182008.xes,drift_1,process_trees_2,1,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ), 'Random activity 1' ) ), 'b' )"
log_57_1687182008.xes,drift_1,process_trees_3,2,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ) ) ), 'b' )"
log_57_1687182008.xes,drift_1,process_trees_4,3,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ), 'Random activity 1' ) ), 'b' )"
log_57_1687182008.xes,drift_1,change_info_1,change_type,gradual
log_57_1687182008.xes,drift_1,change_info_1,change_trace_index,"[1216, 1576]"
log_57_1687182008.xes,drift_1,change_info_1,process_tree_before,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ) ) ), 'b' )"
log_57_1687182008.xes,drift_1,change_info_1,process_tree_after,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ), 'Random activity 1' ) ), 'b' )"
log_57_1687182008.xes,drift_1,change_info_1,activities_deleted,[]
log_57_1687182008.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_57_1687182008.xes,drift_1,change_info_1,activities_moved,[]
log_57_1687182008.xes,drift_1,change_info_1,change_start,18:09.4
log_57_1687182008.xes,drift_1,change_info_1,change_end,28:03.3
log_57_1687182008.xes,drift_1,change_info_2,change_type,gradual
log_57_1687182008.xes,drift_1,change_info_2,change_trace_index,"[2324, 2698]"
log_57_1687182008.xes,drift_1,change_info_2,process_tree_before,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ), 'Random activity 1' ) ), 'b' )"
log_57_1687182008.xes,drift_1,change_info_2,process_tree_after,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ) ) ), 'b' )"
log_57_1687182008.xes,drift_1,change_info_2,activities_deleted,[Random activity 1]
log_57_1687182008.xes,drift_1,change_info_2,activities_added,[]
log_57_1687182008.xes,drift_1,change_info_2,activities_moved,[]
log_57_1687182008.xes,drift_1,change_info_2,change_start,00:58.7
log_57_1687182008.xes,drift_1,change_info_2,change_end,33:48.7
log_57_1687182008.xes,drift_1,change_info_3,change_type,gradual
log_57_1687182008.xes,drift_1,change_info_3,change_trace_index,"[4174, 4390]"
log_57_1687182008.xes,drift_1,change_info_3,process_tree_before,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ) ) ), 'b' )"
log_57_1687182008.xes,drift_1,change_info_3,process_tree_after,"->( ->( 'a', ->( ->( 'c', 'e' ), ->( 'd', 'f' ), 'Random activity 1' ) ), 'b' )"
log_57_1687182008.xes,drift_1,change_info_3,activities_deleted,[]
log_57_1687182008.xes,drift_1,change_info_3,activities_added,[Random activity 1]
log_57_1687182008.xes,drift_1,change_info_3,activities_moved,[]
log_57_1687182008.xes,drift_1,change_info_3,change_start,27:54.6
log_57_1687182008.xes,drift_1,change_info_3,change_end,06:09.1
log_58_1687182010.xes,drift_1,log_id,1,log_58_1687182010.xes
log_58_1687182010.xes,drift_1,drift_id,1,1
log_58_1687182010.xes,drift_1,process_perspective,1,control-flow
log_58_1687182010.xes,drift_1,drift_type,1,sudden
log_58_1687182010.xes,drift_1,process_trees_1,0,"X( 'a', ->( ->( +( 'b', 'f' ), +( 'd', 'e' ) ), 'c' ) )"
log_58_1687182010.xes,drift_1,process_trees_2,1,"X( 'a', ->( ->( +( 'b', 'f', 'Random activity 1' ), +( 'd', 'e' ) ), *tau* ) )"
log_58_1687182010.xes,drift_1,change_info_1,change_type,sudden
log_58_1687182010.xes,drift_1,change_info_1,change_trace_index,[566]
log_58_1687182010.xes,drift_1,change_info_1,process_tree_before,"X( 'a', ->( ->( +( 'b', 'f' ), +( 'd', 'e' ) ), 'c' ) )"
log_58_1687182010.xes,drift_1,change_info_1,process_tree_after,"X( 'a', ->( ->( +( 'b', 'f', 'Random activity 1' ), +( 'd', 'e' ) ), *tau* ) )"
log_58_1687182010.xes,drift_1,change_info_1,activities_deleted,[c]
log_58_1687182010.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_58_1687182010.xes,drift_1,change_info_1,activities_moved,[]
log_58_1687182010.xes,drift_1,change_info_1,change_start,39:50.6
log_58_1687182010.xes,drift_1,change_info_1,change_end,39:50.6
log_59_1687182010.xes,drift_1,log_id,1,log_59_1687182010.xes
log_59_1687182010.xes,drift_1,drift_id,1,1
log_59_1687182010.xes,drift_1,process_perspective,1,control-flow
log_59_1687182010.xes,drift_1,drift_type,1,recurring
log_59_1687182010.xes,drift_1,process_trees_1,0,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ) ) ), 'd' ), 'e' ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) )"
log_59_1687182010.xes,drift_1,process_trees_2,1,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) ) ), 'd' ), 'e' ), *tau* )"
log_59_1687182010.xes,drift_1,process_trees_3,2,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ) ) ), 'd' ), 'e' ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) )"
log_59_1687182010.xes,drift_1,process_trees_4,3,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) ) ), 'd' ), 'e' ), *tau* )"
log_59_1687182010.xes,drift_1,change_info_1,change_type,gradual
log_59_1687182010.xes,drift_1,change_info_1,change_trace_index,"[788, 1187]"
log_59_1687182010.xes,drift_1,change_info_1,process_tree_before,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ) ) ), 'd' ), 'e' ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) )"
log_59_1687182010.xes,drift_1,change_info_1,process_tree_after,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) ) ), 'd' ), 'e' ), *tau* )"
log_59_1687182010.xes,drift_1,change_info_1,activities_deleted,[]
log_59_1687182010.xes,drift_1,change_info_1,activities_added,[]
log_59_1687182010.xes,drift_1,change_info_1,activities_moved,"[c, b, h, f, g]"
log_59_1687182010.xes,drift_1,change_info_1,change_start,04:06.0
log_59_1687182010.xes,drift_1,change_info_1,change_end,18:44.2
log_59_1687182010.xes,drift_1,change_info_2,change_type,sudden
log_59_1687182010.xes,drift_1,change_info_2,change_trace_index,[2051]
log_59_1687182010.xes,drift_1,change_info_2,process_tree_before,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) ) ), 'd' ), 'e' ), *tau* )"
log_59_1687182010.xes,drift_1,change_info_2,process_tree_after,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ) ) ), 'd' ), 'e' ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) )"
log_59_1687182010.xes,drift_1,change_info_2,activities_deleted,[]
log_59_1687182010.xes,drift_1,change_info_2,activities_added,[]
log_59_1687182010.xes,drift_1,change_info_2,activities_moved,"[c, b, h, f, g]"
log_59_1687182010.xes,drift_1,change_info_2,change_start,08:26.7
log_59_1687182010.xes,drift_1,change_info_2,change_end,08:26.7
log_59_1687182010.xes,drift_1,change_info_3,change_type,gradual
log_59_1687182010.xes,drift_1,change_info_3,change_trace_index,"[3036, 3241]"
log_59_1687182010.xes,drift_1,change_info_3,process_tree_before,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ) ) ), 'd' ), 'e' ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) )"
log_59_1687182010.xes,drift_1,change_info_3,process_tree_after,"+( ->( *( ->( 'a', ->( *( ->( 'i', 'm' ), 'j' ), +( 'k', X( 'l', 'n' ) ), ->( +( 'b', ->( *( 'f', 'g' ), 'h' ) ), 'c' ) ) ), 'd' ), 'e' ), *tau* )"
log_59_1687182010.xes,drift_1,change_info_3,activities_deleted,[]
log_59_1687182010.xes,drift_1,change_info_3,activities_added,[]
log_59_1687182010.xes,drift_1,change_info_3,activities_moved,"[c, b, h, f, g]"
log_59_1687182010.xes,drift_1,change_info_3,change_start,15:26.3
log_59_1687182010.xes,drift_1,change_info_3,change_end,30:27.7
log_60_1687182015.xes,drift_1,log_id,1,log_60_1687182015.xes
log_60_1687182015.xes,drift_1,drift_id,1,1
log_60_1687182015.xes,drift_1,process_perspective,1,control-flow
log_60_1687182015.xes,drift_1,drift_type,1,sudden
log_60_1687182015.xes,drift_1,process_trees_1,0,"->( ->( +( ->( ->( X( 'a', 'j' ), 'i' ), X( 'e', 'k' ) ), +( ->( *( 'd', 'l' ), 'm' ), X( 'f', X( 'g', 'h' ) ) ) ), 'c' ), 'b' )"
log_60_1687182015.xes,drift_1,process_trees_2,1,"->( ->( +( ->( ->( +( 'Random activity 1', X( 'a', 'j' ) ), 'i' ), X( 'e', 'k' ) ), +( ->( *( 'd', 'l' ), 'm', 'Random activity 2' ), X( 'f', X( 'g', 'h' ) ) ) ), 'c' ), 'b' )"
log_60_1687182015.xes,drift_1,change_info_1,change_type,sudden
log_60_1687182015.xes,drift_1,change_info_1,change_trace_index,[694]
log_60_1687182015.xes,drift_1,change_info_1,process_tree_before,"->( ->( +( ->( ->( X( 'a', 'j' ), 'i' ), X( 'e', 'k' ) ), +( ->( *( 'd', 'l' ), 'm' ), X( 'f', X( 'g', 'h' ) ) ) ), 'c' ), 'b' )"
log_60_1687182015.xes,drift_1,change_info_1,process_tree_after,"->( ->( +( ->( ->( +( 'Random activity 1', X( 'a', 'j' ) ), 'i' ), X( 'e', 'k' ) ), +( ->( *( 'd', 'l' ), 'm', 'Random activity 2' ), X( 'f', X( 'g', 'h' ) ) ) ), 'c' ), 'b' )"
log_60_1687182015.xes,drift_1,change_info_1,activities_deleted,[]
log_60_1687182015.xes,drift_1,change_info_1,activities_added,"[Random activity 1, Random activity 2]"
log_60_1687182015.xes,drift_1,change_info_1,activities_moved,"[a, j]"
log_60_1687182015.xes,drift_1,change_info_1,change_start,41:46.6
log_60_1687182015.xes,drift_1,change_info_1,change_end,41:46.6
log_61_1687182016.xes,drift_1,log_id,1,log_61_1687182016.xes
log_61_1687182016.xes,drift_1,drift_id,1,1
log_61_1687182016.xes,drift_1,process_perspective,1,control-flow
log_61_1687182016.xes,drift_1,drift_type,1,gradual
log_61_1687182016.xes,drift_1,process_trees_1,0,"X( +( ->( 'a', 'd' ), ->( 'c', 'f' ) ), ->( 'b', 'e' ) )"
log_61_1687182016.xes,drift_1,process_trees_2,1,"X( +( ->( 'a', 'd' ), ->( 'c', 'f' ) ), ->( *tau*, 'e' ) )"
log_61_1687182016.xes,drift_1,change_info_1,change_type,gradual
log_61_1687182016.xes,drift_1,change_info_1,change_trace_index,"[1128, 1415]"
log_61_1687182016.xes,drift_1,change_info_1,process_tree_before,"X( +( ->( 'a', 'd' ), ->( 'c', 'f' ) ), ->( 'b', 'e' ) )"
log_61_1687182016.xes,drift_1,change_info_1,process_tree_after,"X( +( ->( 'a', 'd' ), ->( 'c', 'f' ) ), ->( *tau*, 'e' ) )"
log_61_1687182016.xes,drift_1,change_info_1,activities_deleted,[b]
log_61_1687182016.xes,drift_1,change_info_1,activities_added,[]
log_61_1687182016.xes,drift_1,change_info_1,activities_moved,[]
log_61_1687182016.xes,drift_1,change_info_1,change_start,36:27.3
log_61_1687182016.xes,drift_1,change_info_1,change_end,44:31.1
log_62_1687182017.xes,drift_1,log_id,1,log_62_1687182017.xes
log_62_1687182017.xes,drift_1,drift_id,1,1
log_62_1687182017.xes,drift_1,process_perspective,1,control-flow
log_62_1687182017.xes,drift_1,drift_type,1,sudden
log_62_1687182017.xes,drift_1,process_trees_1,0,"->( *( 'a', X( ->( *( 'b', +( 'e', 'g' ) ), X( 'f', 'k' ) ), +( 'd', ->( *( 'h', 'i' ), 'j' ) ) ) ), 'c' )"
log_62_1687182017.xes,drift_1,process_trees_2,1,"->( *( *tau*, X( ->( *( 'b', +( 'e', 'g' ) ), X( 'f', 'k' ) ), +( 'd', ->( *( 'h', 'i' ), *tau*, 'Random activity 1' ) ) ) ), 'c' )"
log_62_1687182017.xes,drift_1,change_info_1,change_type,sudden
log_62_1687182017.xes,drift_1,change_info_1,change_trace_index,[540]
log_62_1687182017.xes,drift_1,change_info_1,process_tree_before,"->( *( 'a', X( ->( *( 'b', +( 'e', 'g' ) ), X( 'f', 'k' ) ), +( 'd', ->( *( 'h', 'i' ), 'j' ) ) ) ), 'c' )"
log_62_1687182017.xes,drift_1,change_info_1,process_tree_after,"->( *( *tau*, X( ->( *( 'b', +( 'e', 'g' ) ), X( 'f', 'k' ) ), +( 'd', ->( *( 'h', 'i' ), *tau*, 'Random activity 1' ) ) ) ), 'c' )"
log_62_1687182017.xes,drift_1,change_info_1,activities_deleted,"[a, j]"
log_62_1687182017.xes,drift_1,change_info_1,activities_added,[Random activity 1]
log_62_1687182017.xes,drift_1,change_info_1,activities_moved,[]
log_62_1687182017.xes,drift_1,change_info_1,change_start,23:29.5
log_62_1687182017.xes,drift_1,change_info_1,change_end,23:29.5
log_63_1687182017.xes,drift_1,log_id,1,log_63_1687182017.xes
log_63_1687182017.xes,drift_1,drift_id,1,1
log_63_1687182017.xes,drift_1,process_perspective,1,control-flow
log_63_1687182017.xes,drift_1,drift_type,1,recurring
log_63_1687182017.xes,drift_1,process_trees_1,0,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'n' ) ), 'l' ) ), 'c' ), +( X( ->( 'b', 'm' ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,process_trees_2,1,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'c' ) ), 'l' ) ), 'n' ), +( X( ->( 'b', *tau* ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,process_trees_3,2,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'n' ) ), 'l' ) ), 'c' ), +( X( ->( 'b', 'm' ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,process_trees_4,3,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'c' ) ), 'l' ) ), 'n' ), +( X( ->( 'b', *tau* ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,change_info_1,change_type,gradual
log_63_1687182017.xes,drift_1,change_info_1,change_trace_index,"[727, 968]"
log_63_1687182017.xes,drift_1,change_info_1,process_tree_before,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'n' ) ), 'l' ) ), 'c' ), +( X( ->( 'b', 'm' ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,change_info_1,process_tree_after,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'c' ) ), 'l' ) ), 'n' ), +( X( ->( 'b', *tau* ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,change_info_1,activities_deleted,[m]
log_63_1687182017.xes,drift_1,change_info_1,activities_added,[]
log_63_1687182017.xes,drift_1,change_info_1,activities_moved,"[c, n]"
log_63_1687182017.xes,drift_1,change_info_1,change_start,18:34.9
log_63_1687182017.xes,drift_1,change_info_1,change_end,39:44.5
log_63_1687182017.xes,drift_1,change_info_2,change_type,sudden
log_63_1687182017.xes,drift_1,change_info_2,change_trace_index,[1760]
log_63_1687182017.xes,drift_1,change_info_2,process_tree_before,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'c' ) ), 'l' ) ), 'n' ), +( X( ->( 'b', *tau* ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,change_info_2,process_tree_after,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'n' ) ), 'l' ) ), 'c' ), +( X( ->( 'b', 'm' ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,change_info_2,activities_deleted,[]
log_63_1687182017.xes,drift_1,change_info_2,activities_added,[m]
log_63_1687182017.xes,drift_1,change_info_2,activities_moved,"[c, n]"
log_63_1687182017.xes,drift_1,change_info_2,change_start,12:21.8
log_63_1687182017.xes,drift_1,change_info_2,change_end,12:21.8
log_63_1687182017.xes,drift_1,change_info_3,change_type,gradual
log_63_1687182017.xes,drift_1,change_info_3,change_trace_index,"[2588, 2871]"
log_63_1687182017.xes,drift_1,change_info_3,process_tree_before,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'n' ) ), 'l' ) ), 'c' ), +( X( ->( 'b', 'm' ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,change_info_3,process_tree_after,"X( X( ->( *( +( 'a', 'g' ), ->( *( 'e', 'h' ), 'i' ) ), ->( *( 'f', X( 'k', 'c' ) ), 'l' ) ), 'n' ), +( X( ->( 'b', *tau* ), 'j' ), 'd' ) )"
log_63_1687182017.xes,drift_1,change_info_3,activities_deleted,[m]
log_63_1687182017.xes,drift_1,change_info_3,activities_added,[]
log_63_1687182017.xes,drift_1,change_info_3,activities_moved,"[c, n]"
log_63_1687182017.xes,drift_1,change_info_3,change_start,43:49.3
log_63_1687182017.xes,drift_1,change_info_3,change_end,31:08.6
log_64_1687182018.xes,drift_1,log_id,1,log_64_1687182018.xes
log_64_1687182018.xes,drift_1,drift_id,1,1
log_64_1687182018.xes,drift_1,process_perspective,1,control-flow
log_64_1687182018.xes,drift_1,drift_type,1,sudden
log_64_1687182018.xes,drift_1,process_trees_1,0,"->( 'a', ->( *( 'b', ->( *( +( ->( 'c', 'n' ), +( 'g', 'k' ) ), ->( ->( *( ->( *( 'e', 'l' ), 'm' ), 'i' ), 'j' ), 'h' ) ), 'f' ) ), X( 'd', 'o' ) ) )"
log_64_1687182018.xes,drift_1,process_trees_2,1,"->( *tau*, ->( *( 'b', ->( *( +( ->( 'c', 'n' ), +( 'g', 'k' ) ), ->( ->( *( *( ->( 'e', 'l' ), 'm' ), 'i' ), 'j' ), 'h' ) ), 'f' ) ), X( 'd', 'o' ) ) )"
log_64_1687182018.xes,drift_1,change_info_1,change_type,sudden
log_64_1687182018.xes,drift_1,change_info_1,change_trace_index,[1359]
log_64_1687182018.xes,drift_1,change_info_1,process_tree_before,"->( 'a', ->( *( 'b', ->( *( +( ->( 'c', 'n' ), +( 'g', 'k' ) ), ->( ->( *( ->( *( 'e', 'l' ), 'm' ), 'i' ), 'j' ), 'h' ) ), 'f' ) ), X( 'd', 'o' ) ) )"
log_64_1687182018.xes,drift_1,change_info_1,process_tree_after,"->( *tau*, ->( *( 'b', ->( *( +( ->( 'c', 'n' ), +( 'g', 'k' ) ), ->( ->( *( *( ->( 'e', 'l' ), 'm' ), 'i' ), 'j' ), 'h' ) ), 'f' ) ), X( 'd', 'o' ) ) )"
log_64_1687182018.xes,drift_1,change_info_1,activities_deleted,[a]
log_64_1687182018.xes,drift_1,change_info_1,activities_added,[]
log_64_1687182018.xes,drift_1,change_info_1,activities_moved,"[l, m]"
log_64_1687182018.xes,drift_1,change_info_1,change_start,02:29.6
