Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,MRID,Epsilon
LCDD,with_noise_20,log_94_1687182067,,,[],"[517, 868, 1998, 2959, 3215]",,,00:00:00,0.1163042541593313,2.7320708047763998e-05,800.0,800.0,100.0,,,,,,
LCDD,without_noise,log_94_1687182067,,,[],"[517, 868, 1998, 2959, 3215]",,,00:00:00,0.0892000291496515,2.095373012676804e-05,800.0,800.0,150.0,,,,,,
LCDD,without_noise,log_94_1687182067,,,[],"[517, 868, 1998, 2959, 3215]",,,00:00:00,0.0822785096243023,1.9327815274677565e-05,800.0,800.0,20.0,,,,,,
LCDD,with_noise_10,log_94_1687182067,,,[],"[517, 868, 1998, 2959, 3215]",,,00:00:00,0.1089898534119129,2.560250256328704e-05,800.0,800.0,200.0,,,,,,
LCDD,with_noise_20,log_94_1687182067,,,[],"[517, 868, 1998, 2959, 3215]",,,00:00:00,0.0612527737393975,1.4388718285035829e-05,800.0,800.0,5.0,,,,,,
LCDD,without_noise,log_94_1687182067,,,[],"[517, 868, 1998, 2959, 3215]",,,00:00:00,0.0864379256963729,2.030489210626568e-05,800.0,800.0,50.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[116, 233, 365, 467, 567, 667, 781, 886, 1001, 1117, 1221, 1323, 1430, 1557, 1672, 1781, 1890, 1992, 2095, 2242, 2343, 2443, 2550, 2654, 2757, 2882, 2985, 3095, 3195, 3300, 3402, 3507, 3608, 3716, 3820, 3925, 4052, 4154, 4254, 4373, 4486, 4605, 4708, 4813, 4916, 5037, 5140, 5240, 5344, 5449, 5550]","[561, 936, 2338, 2712, 4212]",0.1785714285714285,29.6,00:00:00,0.2559896679595113,4.538019286642639e-05,100.0,100.0,10.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[105, 207, 311, 416, 527, 627, 729, 831, 938, 1039, 1146, 1247, 1357, 1459, 1560, 1662, 1762, 1865, 1969, 2069, 2169, 2269, 2370, 2470, 2574, 2674, 2775, 2881, 2982, 3084, 3185, 3289, 3395, 3496, 3602, 3706, 3807, 3907, 4013, 4114, 4214, 4319, 4419, 4520, 4620, 4720, 4822, 4927, 5029, 5129, 5230, 5330, 5430, 5538, 5639]","[561, 936, 2338, 2712, 4212]",0.1666666666666666,21.6,00:00:00,0.2427391950041055,4.303123471088558e-05,100.0,100.0,100.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[116, 233, 365, 467, 567, 667, 781, 886, 1001, 1117, 1221, 1323, 1430, 1557, 1672, 1781, 1890, 1992, 2095, 2242, 2343, 2443, 2550, 2654, 2757, 2882, 2985, 3095, 3195, 3300, 3402, 3507, 3608, 3716, 3820, 3925, 4052, 4154, 4254, 4373, 4486, 4605, 4708, 4813, 4916, 5037, 5140, 5240, 5344, 5449, 5550]","[561, 936, 2338, 2712, 4212]",0.1785714285714285,29.6,00:00:00,0.1285849325358867,2.2794705289113057e-05,100.0,100.0,5.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[116, 233, 365, 467, 567, 667, 781, 886, 1001, 1117, 1221, 1323, 1430, 1557, 1672, 1781, 1890, 1992, 2095, 2242, 2343, 2443, 2550, 2654, 2757, 2882, 2985, 3095, 3195, 3300, 3402, 3507, 3608, 3716, 3820, 3925, 4052, 4154, 4254, 4373, 4486, 4605, 4708, 4813, 4916, 5037, 5140, 5240, 5344, 5449, 5550]","[561, 936, 2338, 2712, 4212]",0.1785714285714285,29.6,00:00:00,0.1238819658756256,2.196099377337805e-05,100.0,100.0,50.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[1200, 2430, 3649, 5147]","[561, 936, 2338, 2712, 4212]",0.2222222222222222,92.0,00:00:00,0.2962985765188932,5.252589550060153e-05,1200.0,1200.0,10.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[1409, 2658, 3859, 5068]","[561, 936, 2338, 2712, 4212]",0.2222222222222222,54.0,00:00:00,0.2477575605735182,4.3920858105569626e-05,1200.0,1200.0,20.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[1409, 2658, 3859, 5068]","[561, 936, 2338, 2712, 4212]",0.2222222222222222,54.0,00:00:00,0.239431170746684,4.244480956331928e-05,1200.0,1200.0,200.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[1409, 2658, 3859, 5068]","[561, 936, 2338, 2712, 4212]",0.2222222222222222,54.0,00:00:00,0.2461005030199885,4.362710565856914e-05,1200.0,1200.0,5.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[1409, 2658, 3859, 5068]","[561, 936, 2338, 2712, 4212]",0.2222222222222222,54.0,00:00:00,0.2703916560858488,4.793328418469222e-05,1200.0,1200.0,50.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[283, 485, 706, 908, 1125, 1368, 1574, 1795, 2008, 2242, 2443, 2679, 2882, 3095, 3301, 3598, 3804, 4059, 4262, 4466, 4682, 4899, 5105, 5317, 5519]","[561, 936, 2338, 2712, 4212]",0.3333333333333333,56.6,00:00:00,0.2686511883512139,4.7624745320193926e-05,200.0,200.0,100.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[215, 418, 626, 826, 1027, 1227, 1430, 1633, 1835, 2037, 2240, 2442, 2642, 2844, 3044, 3257, 3463, 3668, 3870, 4070, 4274, 4476, 4676, 4876, 5082, 5288, 5495]","[561, 936, 2338, 2712, 4212]",0.3125,77.2,00:00:00,0.1284592552110552,2.277242602571446e-05,200.0,200.0,150.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[215, 418, 626, 826, 1027, 1227, 1430, 1633, 1835, 2037, 2240, 2442, 2642, 2844, 3044, 3257, 3463, 3668, 3870, 4070, 4274, 4476, 4676, 4876, 5082, 5288, 5495]","[561, 936, 2338, 2712, 4212]",0.3125,77.2,00:00:00,0.2681246232241392,4.75313992597304e-05,200.0,200.0,20.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[215, 418, 626, 826, 1027, 1227, 1430, 1633, 1835, 2037, 2240, 2442, 2642, 2844, 3044, 3257, 3463, 3668, 3870, 4070, 4274, 4476, 4676, 4876, 5082, 5288, 5495]","[561, 936, 2338, 2712, 4212]",0.3125,77.2,00:00:00,0.2597906105220318,4.6053999383448285e-05,200.0,200.0,5.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[215, 418, 626, 826, 1027, 1227, 1430, 1633, 1835, 2037, 2240, 2442, 2642, 2844, 3044, 3257, 3463, 3668, 3870, 4070, 4274, 4476, 4676, 4876, 5082, 5288, 5495]","[561, 936, 2338, 2712, 4212]",0.3125,77.2,00:00:00,0.2471546567976474,4.381397922312488e-05,200.0,200.0,50.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[372, 684, 1006, 1431, 1733, 2038, 2339, 2679, 2994, 3325, 3634, 3954, 4254, 4571, 4880, 5184, 5572]","[561, 936, 2338, 2712, 4212]",0.4545454545454545,53.8,00:00:00,0.2333962777629494,4.137498276244451e-05,300.0,300.0,10.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[372, 684, 1006, 1431, 1733, 2038, 2339, 2679, 2994, 3325, 3634, 3954, 4254, 4571, 4880, 5184, 5572]","[561, 936, 2338, 2712, 4212]",0.4545454545454545,53.8,00:00:00,0.2473235595971346,4.384392121913395e-05,300.0,300.0,20.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[300, 601, 909, 1221, 1533, 1835, 2147, 2447, 2760, 3064, 3370, 3677, 3977, 4281, 4585, 4892, 5217, 5519]","[561, 936, 2338, 2712, 4212]",0.4347826086956522,58.6,00:00:00,0.2537621911615133,4.498532018463274e-05,300.0,300.0,200.0,,,,,,
LCDD,with_noise_20,log_95_1687182068,,,"[302, 608, 915, 1220, 1550, 1862, 2163, 2469, 2788, 3095, 3411, 3717, 4026, 4335, 4645, 4966, 5267, 5567]","[561, 936, 2338, 2712, 4212]",0.4347826086956522,79.6,00:00:00,0.2763791047036648,4.8994700355196734e-05,300.0,300.0,5.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[467, 908, 1676, 2080, 2491, 2970, 3398, 3845, 4254, 4661, 5069, 5572]","[561, 936, 2338, 2712, 4212]",0.4705882352941176,79.25,00:00:00,0.4573129527270794,8.106948284472246e-05,400.0,400.0,10.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[467, 908, 1676, 2080, 2491, 2970, 3398, 3845, 4254, 4661, 5069, 5572]","[561, 936, 2338, 2712, 4212]",0.4705882352941176,79.25,00:00:00,0.2631986672058701,4.6658157632666224e-05,400.0,400.0,100.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[467, 908, 1676, 2080, 2491, 2970, 3398, 3845, 4254, 4661, 5069, 5572]","[561, 936, 2338, 2712, 4212]",0.4705882352941176,79.25,00:00:00,0.2512365411967039,4.453758929209429e-05,400.0,400.0,150.0,,,,,,
LCDD,with_noise_20,log_95_1687182068,,,"[401, 806, 1230, 1642, 2047, 2469, 2880, 3286, 3691, 4102, 4518, 4928, 5342]","[561, 936, 2338, 2712, 4212]",0.5555555555555556,139.8,00:00:00,0.2671014303341508,4.7350014241118734e-05,400.0,400.0,20.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[467, 908, 1676, 2080, 2491, 2970, 3398, 3845, 4254, 4661, 5069, 5572]","[561, 936, 2338, 2712, 4212]",0.4705882352941176,79.25,00:00:00,0.1286790100857615,2.281138274876113e-05,400.0,400.0,200.0,,,,,,
LCDD,with_noise_20,log_95_1687182068,,,"[401, 806, 1230, 1642, 2047, 2469, 2880, 3286, 3691, 4102, 4518, 4928, 5342]","[561, 936, 2338, 2712, 4212]",0.5555555555555556,139.8,00:00:00,0.2657762793824076,4.711510005006341e-05,400.0,400.0,5.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[404, 806, 1224, 1636, 2063, 2468, 2881, 3299, 3706, 4109, 4511, 4920, 5327]","[561, 936, 2338, 2712, 4212]",0.5555555555555556,137.8,00:00:00,0.2572040287777781,4.5595466899092034e-05,400.0,400.0,50.0,,,,,,
LCDD,with_noise_20,log_95_1687182068,,,"[649, 1334, 1945, 2557, 3211, 3811, 4415, 5023, 5632]","[561, 936, 2338, 2712, 4212]",0.2857142857142857,121.5,00:00:00,0.1348788207396865,2.3910445087694822e-05,600.0,600.0,10.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[625, 1226, 2080, 2680, 3398, 4088, 5147]","[561, 936, 2338, 2712, 4212]",0.5,73.33333333333333,00:00:00,0.2382132159546017,4.222889841421765e-05,600.0,600.0,100.0,,,,,,
LCDD,with_noise_20,log_95_1687182068,,,"[649, 1334, 1945, 2557, 3211, 3811, 4415, 5023, 5632]","[561, 936, 2338, 2712, 4212]",0.2857142857142857,121.5,00:00:00,0.1334256250411272,2.3652831951981424e-05,600.0,600.0,20.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[625, 1226, 2080, 2680, 3398, 4088, 5147]","[561, 936, 2338, 2712, 4212]",0.5,73.33333333333333,00:00:00,0.256374180316925,4.544835673053094e-05,600.0,600.0,200.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[625, 1226, 2080, 2680, 3398, 4088, 5147]","[561, 936, 2338, 2712, 4212]",0.5,73.33333333333333,00:00:00,0.2974923718720674,5.273752382061114e-05,600.0,600.0,5.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,"[625, 1226, 2080, 2680, 3398, 4088, 5147]","[561, 936, 2338, 2712, 4212]",0.5,73.33333333333333,00:00:00,0.2737946109846234,4.8536538022446986e-05,600.0,600.0,50.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,[],"[561, 936, 2338, 2712, 4212]",,,00:00:00,0.3949693208560347,7.001760695905598e-05,800.0,800.0,10.0,,,,,,
LCDD,with_noise_10,log_95_1687182068,,,"[853, 1671, 2499, 3311, 4245, 5054]","[561, 936, 2338, 2712, 4212]",0.5454545454545454,92.33333333333331,00:00:00,0.2488914392888546,4.412186479150055e-05,800.0,800.0,20.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,[],"[561, 936, 2338, 2712, 4212]",,,00:00:00,0.4821355007588863,8.546986363391001e-05,800.0,800.0,200.0,,,,,,
LCDD,without_noise,log_95_1687182068,,,[],"[561, 936, 2338, 2712, 4212]",,,00:00:00,0.4002313232049346,7.095042070642344e-05,800.0,800.0,50.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[221],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.3532811291515827,8.568545456017043e-05,100.0,100.0,10.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,"[102, 222, 327, 441, 582, 682, 784, 927, 1037, 1137, 1243, 1372, 1475, 1583, 1689, 1810, 1956, 2124, 2229, 2332, 2505, 2612, 2724, 2831, 2931, 3036, 3203, 3337, 3438, 3540, 3640, 3741, 3843, 3973, 4079]","[805, 1076, 1645, 1910, 2579, 2949]",0.2926829268292683,33.5,00:00:00,0.0880505982786417,2.1355953984632963e-05,100.0,100.0,100.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[221],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1756983073428273,4.261419047849316e-05,100.0,100.0,150.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,"[102, 222, 327, 441, 582, 682, 784, 927, 1037, 1137, 1243, 1372, 1475, 1583, 1689, 1810, 1956, 2124, 2229, 2332, 2505, 2612, 2724, 2831, 2931, 3036, 3203, 3337, 3438, 3540, 3640, 3741, 3843, 3973, 4079]","[805, 1076, 1645, 1910, 2579, 2949]",0.2926829268292683,33.5,00:00:00,0.0446237130090594,1.0823117392447108e-05,100.0,100.0,20.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[221],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1908922605216503,4.629935981606847e-05,100.0,100.0,200.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[221],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1926995515823364,4.67377035125725e-05,100.0,100.0,50.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1406954545527696,3.412453421119807e-05,1200.0,1200.0,10.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1332686748355627,3.2323229404696264e-05,1200.0,1200.0,100.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1201934656128287,2.9151944121471923e-05,1200.0,1200.0,150.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.0544322468340396,1.3202097219024906e-05,1200.0,1200.0,20.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1134685901924967,2.752088047356216e-05,1200.0,1200.0,200.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.0712213413789868,1.7274155076154945e-05,1200.0,1200.0,5.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1493279645219445,3.621827904970762e-05,1200.0,1200.0,50.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[221],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1723358016461134,4.179864216495595e-05,200.0,200.0,10.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,"[247, 452, 660, 931]","[805, 1076, 1645, 1910, 2579, 2949]",0.4,145.0,00:00:00,0.1418523304164409,3.4405125010051166e-05,200.0,200.0,100.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[221],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1764244055375456,4.279029966954783e-05,200.0,200.0,150.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,"[247, 452, 660, 931]","[805, 1076, 1645, 1910, 2579, 2949]",0.4,145.0,00:00:00,0.1444058530032634,3.502446107282645e-05,200.0,200.0,20.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,"[247, 452, 660, 931]","[805, 1076, 1645, 1910, 2579, 2949]",0.4,145.0,00:00:00,0.156956598162651,3.806854187791682e-05,200.0,200.0,5.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[221],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1707937028259039,4.142461868200434e-05,200.0,200.0,50.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,"[804, 1104, 1644, 1944, 2578]","[805, 1076, 1645, 1910, 2579, 2949]",0.9090909090909092,13.0,00:00:00,0.1083483016118407,2.627899626772756e-05,300.0,300.0,150.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1898948745802045,4.605745199616893e-05,300.0,300.0,20.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,"[804, 1104, 1644, 1944, 2578]","[805, 1076, 1645, 1910, 2579, 2949]",0.9090909090909092,13.0,00:00:00,0.1045761434361338,2.536409008880278e-05,300.0,300.0,200.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1874546147882938,4.546558689990149e-05,300.0,300.0,50.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,"[804, 1204, 1644, 2044, 2578, 2978]","[805, 1076, 1645, 1910, 2579, 2949]",1.0,49.0,00:00:00,0.0911447154358029,2.2106406848363557e-05,400.0,400.0,10.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,"[804, 1204, 1644, 2044, 2578, 2978]","[805, 1076, 1645, 1910, 2579, 2949]",1.0,49.0,00:00:00,0.0473750326782465,1.1490427523222533e-05,400.0,400.0,100.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.168634639121592,4.090095540179288e-05,400.0,400.0,20.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,"[804, 1204, 1644, 2044, 2578, 2978]","[805, 1076, 1645, 1910, 2579, 2949]",1.0,49.0,00:00:00,0.1110529024153947,2.693497511894125e-05,400.0,400.0,200.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1651360346004367,4.005239742916242e-05,400.0,400.0,5.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1658513499423861,4.02258913272826e-05,400.0,400.0,50.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1596848266199231,3.873025142370194e-05,600.0,600.0,100.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.150298086926341,3.645357432120812e-05,600.0,600.0,150.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,[804],"[805, 1076, 1645, 1910, 2579, 2949]",0.2857142857142857,1.0,00:00:00,0.1275232918560505,3.092973365414759e-05,600.0,600.0,20.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.3056589430198073,7.41350819839455e-05,600.0,600.0,200.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1585915274918079,3.846508064317437e-05,600.0,600.0,5.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1548632988706231,3.756082921916641e-05,600.0,600.0,50.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,[804],"[805, 1076, 1645, 1910, 2579, 2949]",0.2857142857142857,1.0,00:00:00,0.0546095008030533,1.3245088722545084e-05,800.0,800.0,10.0,,,,,,
LCDD,with_noise_20,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1576689016073942,3.82413052649513e-05,800.0,800.0,100.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1815662244334817,4.4037405877633205e-05,800.0,800.0,150.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1598298735916614,3.876543138289145e-05,800.0,800.0,20.0,,,,,,
LCDD,without_noise,log_96_1687182073,,,[804],"[805, 1076, 1645, 1910, 2579, 2949]",0.2857142857142857,1.0,00:00:00,0.1054486772045493,2.557571603311892e-05,800.0,800.0,5.0,,,,,,
LCDD,with_noise_10,log_96_1687182073,,,[],"[805, 1076, 1645, 1910, 2579, 2949]",,,00:00:00,0.1528544537723064,3.7073600235824994e-05,800.0,800.0,50.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[100, 201, 301, 401, 504, 605, 708, 817, 924, 1030, 1133, 1235, 1339, 1441, 1541, 1647, 1748, 1851, 1958, 2061, 2161, 2278, 2383, 2485, 2587, 2687, 2792, 2892, 2993, 3097, 3217, 3322, 3423, 3523, 3626, 3734, 3834, 3941, 4045, 4147, 4250, 4358, 4460, 4584, 4684, 4787, 4892]","[1151, 2334, 3469, 3787]",0.1568627450980392,40.0,00:00:00,0.1166042787954211,2.339102884562109e-05,100.0,100.0,10.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[100, 201, 301, 401, 504, 605, 708, 817, 924, 1030, 1133, 1235, 1339, 1441, 1541, 1647, 1748, 1851, 1958, 2061, 2161, 2278, 2383, 2485, 2587, 2687, 2792, 2892, 2993, 3097, 3217, 3322, 3423, 3523, 3626, 3734, 3834, 3941, 4045, 4147, 4250, 4358, 4460, 4584, 4684, 4787, 4892]","[1151, 2334, 3469, 3787]",0.1568627450980392,40.0,00:00:00,0.094556925818324,1.896829003376612e-05,100.0,100.0,100.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[100, 201, 301, 401, 504, 605, 708, 817, 924, 1030, 1133, 1235, 1339, 1441, 1541, 1647, 1748, 1851, 1958, 2061, 2161, 2278, 2383, 2485, 2587, 2687, 2792, 2892, 2993, 3097, 3217, 3322, 3423, 3523, 3626, 3734, 3834, 3941, 4045, 4147, 4250, 4358, 4460, 4584, 4684, 4787, 4892]","[1151, 2334, 3469, 3787]",0.1568627450980392,40.0,00:00:00,0.0941091999411583,1.8878475414475085e-05,100.0,100.0,150.0,,,,,,
LCDD,with_noise_20,log_97_1687182074,,,"[100, 200, 305, 414, 515, 619, 720, 820, 921, 1022, 1131, 1233, 1341, 1443, 1543, 1648, 1748, 1857, 1963, 2064, 2168, 2268, 2368, 2468, 2574, 2675, 2782, 2887, 2987, 3088, 3193, 3298, 3401, 3518, 3618, 3721, 3833, 3933, 4034, 4134, 4236, 4353, 4465, 4570, 4671, 4772, 4875, 4976]","[1151, 2334, 3469, 3787]",0.1538461538461538,37.25,00:00:00,0.1007579024881124,2.02122171490697e-05,100.0,100.0,200.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[100, 201, 301, 401, 504, 605, 708, 817, 924, 1030, 1133, 1235, 1339, 1441, 1541, 1647, 1748, 1851, 1958, 2061, 2161, 2278, 2383, 2485, 2587, 2687, 2792, 2892, 2993, 3097, 3217, 3322, 3423, 3523, 3626, 3734, 3834, 3941, 4045, 4147, 4250, 4358, 4460, 4584, 4684, 4787, 4892]","[1151, 2334, 3469, 3787]",0.1568627450980392,40.0,00:00:00,0.1003140872344374,2.0123187007911225e-05,100.0,100.0,5.0,,,,,,
LCDD,with_noise_20,log_97_1687182074,,,"[100, 200, 305, 414, 515, 619, 720, 820, 921, 1022, 1131, 1233, 1341, 1443, 1543, 1648, 1748, 1857, 1963, 2064, 2168, 2268, 2368, 2468, 2574, 2675, 2782, 2887, 2987, 3088, 3193, 3298, 3401, 3518, 3618, 3721, 3833, 3933, 4034, 4134, 4236, 4353, 4465, 4570, 4671, 4772, 4875, 4976]","[1151, 2334, 3469, 3787]",0.1538461538461538,37.25,00:00:00,0.1059855557978153,2.1260893841086325e-05,100.0,100.0,50.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[1200, 2409, 3616]","[1151, 2334, 3469, 3787]",0.8571428571428571,90.33333333333331,00:00:00,0.0541956610977649,1.087174746193881e-05,1200.0,1200.0,100.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[1200, 2409, 3616]","[1151, 2334, 3469, 3787]",0.8571428571428571,90.33333333333331,00:00:00,0.1065238993614912,2.136888653189392e-05,1200.0,1200.0,150.0,,,,,,
LCDD,with_noise_20,log_97_1687182074,,,[],"[1151, 2334, 3469, 3787]",,,00:00:00,0.1089652124792337,2.1858618350899448e-05,1200.0,1200.0,20.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[1200, 2409, 3616]","[1151, 2334, 3469, 3787]",0.8571428571428571,90.33333333333331,00:00:00,0.0986517705023288,1.9789723270276603e-05,1200.0,1200.0,200.0,,,,,,
LCDD,without_noise,log_97_1687182074,,,[],"[1151, 2334, 3469, 3787]",,,00:00:00,0.129695888608694,2.601722940996872e-05,1200.0,1200.0,5.0,,,,,,
LCDD,with_noise_20,log_97_1687182074,,,"[204, 476, 677, 899, 1100, 1309, 1512, 1712, 1924, 2133, 2333, 2540, 2749, 2951, 3212, 3418, 3629, 3833, 4036, 4236, 4439, 4655, 4862]","[1151, 2334, 3469, 3787]",0.2962962962962963,37.25,00:00:00,0.1032996317371726,2.0722092625310453e-05,200.0,200.0,10.0,,,,,,
LCDD,without_noise,log_97_1687182074,,,"[1150, 2333, 3468, 3668, 3868]","[1151, 2334, 3469, 3787]",0.888888888888889,21.0,00:00:00,0.3110170746222138,6.239058668449626e-05,200.0,200.0,100.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[201, 401, 601, 803, 1008, 1214, 1427, 1627, 1828, 2030, 2232, 2433, 2635, 2838, 3041, 3245, 3449, 3661, 3862, 4068, 4269, 4476, 4684, 4892]","[1151, 2334, 3469, 3787]",0.2857142857142857,64.25,00:00:00,0.0933463210240006,1.8725440526379265e-05,200.0,200.0,150.0,,,,,,
LCDD,without_noise,log_97_1687182074,,,"[1150, 2333, 3468, 3668, 3868]","[1151, 2334, 3469, 3787]",0.888888888888889,21.0,00:00:00,0.1420986866578459,2.850525309084172e-05,200.0,200.0,20.0,,,,,,
LCDD,without_noise,log_97_1687182074,,,"[1150, 2333, 3468, 3668, 3868]","[1151, 2334, 3469, 3787]",0.888888888888889,21.0,00:00:00,0.146491764113307,2.9386512359740626e-05,200.0,200.0,200.0,,,,,,
LCDD,with_noise_10,log_97_1687182074,,,"[201, 401, 601, 803, 1008, 1214, 1427, 1627, 1828, 2030, 2232, 2433, 2635, 2838, 3041, 3245, 3449, 3661, 3862, 4068, 4269, 4476, 4684, 4892]","[1151, 2334, 3469, 3787]",0.2857142857142857,64.25,00:00:00,0.0874832645058631,1.7549300803583387e-05,200.0,200.0,5.0,,,,,,
